订单交易时间,订单编号,订单来源,用户ID,会员,首次下单用户,性别,品类,商品单价,购买数量,活动优惠,换货,退货,已评价
2023-03-02 00:00:00,O00000567,店铺下单,U00756,否,否,男,数码,172,1,否,0,0,1
2023-03-02 00:00:00,O00000568,店铺下单,U01033,否,否,女,服饰,95,1,否,0,0,1
2023-03-02 00:00:00,O00000569,直播下单,U00674,是,否,女,数码,141,1,否,0,0,1
2023-03-02 00:00:00,O00000570,直播下单,U01842,是,否,男,数码,57,1,是,0,0,0
2023-03-02 00:00:00,O00000571,直播下单,U00029,是,否,男,食品,155,1,是,0,0,0
2023-03-02 00:00:00,O00000572,直播下单,U00481,否,是,男,服饰,166,1,是,0,0,1
2023-03-02 00:00:00,O00000573,直播下单,U00927,是,是,女,数码,160,1,是,0,0,0
2023-03-02 00:00:00,O00000574,直播下单,U01243,否,否,男,家居,81,2,否,0,0,1
2023-03-02 00:00:00,O00000575,店铺下单,U00924,是,是,女,服饰,68,1,否,0,0,1
2023-03-02 00:00:00,O00000576,直播下单,U00487,是,是,女,家居,70,2,否,0,0,1
2023-03-03 00:00:00,O00000577,直播下单,U01348,否,否,女,数码,123,1,是,0,0,1
2023-03-03 00:00:00,O00000578,直播下单,U00094,是,否,女,家居,53,1,是,0,0,0
2023-03-03 00:00:00,O00000579,店铺下单,U00006,否,否,男,食品,69,2,否,0,0,1
2023-03-03 00:00:00,O00000580,直播下单,U01208,否,否,女,家居,175,1,否,0,0,0
2023-03-03 00:00:00,O00000581,店铺下单,U00640,否,否,女,食品,174,1,否,0,0,1
2023-03-03 00:00:00,O00000582,直播下单,U00979,否,是,女,数码,136,1,是,0,0,1
2023-03-04 00:00:00,O00000583,直播下单,U00940,是,否,女,服饰,83,1,是,0,0,1
2023-03-04 00:00:00,O00000584,直播下单,U00951,否,否,女,食品,109,1,是,0,1,1
2023-03-04 00:00:00,O00000585,直播下单,U01959,是,否,女,数码,60,1,是,0,0,0
2023-03-04 00:00:00,O00000586,直播下单,U00681,否,是,男,服饰,96,2,否,0,0,1
2023-03-04 00:00:00,O00000587,店铺下单,U00307,是,否,男,服饰,53,2,是,0,0,1
2023-03-04 00:00:00,O00000588,店铺下单,U00456,是,否,女,食品,163,1,是,0,0,1
2023-03-04 00:00:00,O00000589,店铺下单,U00482,否,否,女,数码,61,1,否,0,1,1
2023-03-05 00:00:00,O00000590,直播下单,U01743,否,否,男,家居,99,1,是,0,0,1
2023-03-05 00:00:00,O00000591,店铺下单,U01451,否,否,男,数码,113,1,是,0,0,1
2023-03-05 00:00:00,O00000592,直播下单,U00848,否,否,女,数码,148,1,否,0,0,1
2023-03-05 00:00:00,O00000593,直播下单,U00396,否,否,男,服饰,65,1,是,0,0,1
2023-03-05 00:00:00,O00000594,店铺下单,U01320,否,否,男,数码,191,1,是,0,0,0
2023-03-06 00:00:00,O00000595,直播下单,U00683,否,否,男,服饰,101,1,是,0,0,0
2023-03-06 00:00:00,O00000596,店铺下单,U01083,否,是,女,数码,106,2,是,0,0,1
2023-03-06 00:00:00,O00000597,直播下单,U01469,是,否,男,数码,85,1,是,0,0,1
2023-03-06 00:00:00,O00000598,直播下单,U00957,否,是,女,服饰,143,1,否,0,0,0
2023-03-06 00:00:00,O00000599,店铺下单,U01181,否,是,男,服饰,125,1,是,0,0,1
2023-03-06 00:00:00,O00000600,店铺下单,U00428,否,否,女,家居,53,1,是,0,0,0
2023-03-06 00:00:00,O00000601,店铺下单,U00691,否,是,男,家居,112,1,否,0,0,0
2023-03-06 00:00:00,O00000602,店铺下单,U01039,否,是,男,家居,150,1,是,0,0,1
2023-03-06 00:00:00,O00000603,直播下单,U01028,是,否,男,家居,80,2,否,0,1,0
2023-03-06 00:00:00,O00000604,直播下单,U01210,否,否,男,家居,145,1,否,0,1,1
2023-03-06 00:00:00,O00000605,店铺下单,U01550,是,是,女,数码,110,1,否,0,0,1
2023-03-07 00:00:00,O00000606,店铺下单,U01275,否,否,女,服饰,120,1,否,0,0,0
2023-03-07 00:00:00,O00000607,店铺下单,U00299,是,否,男,食品,98,1,否,0,0,1
2023-03-07 00:00:00,O00000608,店铺下单,U01667,是,否,男,数码,91,1,否,0,0,1
2023-03-07 00:00:00,O00000609,店铺下单,U00848,是,否,女,家居,157,2,否,0,0,1
2023-03-07 00:00:00,O00000610,店铺下单,U01093,否,否,男,家居,110,1,是,0,0,1
2023-03-07 00:00:00,O00000611,直播下单,U00919,否,否,女,数码,93,1,否,0,0,1
2023-03-08 00:00:00,O00000612,直播下单,U01946,是,否,男,服饰,171,1,否,0,0,1
2023-03-08 00:00:00,O00000613,店铺下单,U01745,是,是,男,服饰,136,1,是,0,0,1
2023-03-08 00:00:00,O00000614,店铺下单,U01622,是,否,男,家居,182,1,是,0,0,0
2023-03-08 00:00:00,O00000615,店铺下单,U01820,是,是,女,数码,91,1,是,0,0,1
2023-03-08 00:00:00,O00000616,店铺下单,U01888,否,否,女,家居,184,1,否,0,0,1
2023-03-08 00:00:00,O00000617,直播下单,U00764,是,否,男,家居,39,1,是,0,0,1
2023-03-08 00:00:00,O00000618,店铺下单,U00101,否,否,男,服饰,183,1,否,0,0,1
2023-03-08 00:00:00,O00000619,直播下单,U00878,是,否,女,数码,170,1,否,0,1,1
2023-03-09 00:00:00,O00000620,店铺下单,U00097,否,否,女,服饰,137,1,是,0,0,1
2023-03-09 00:00:00,O00000621,店铺下单,U01785,否,否,男,数码,133,1,否,0,0,1
2023-03-09 00:00:00,O00000622,直播下单,U01685,否,否,男,数码,41,2,是,1,0,1
2023-03-09 00:00:00,O00000623,直播下单,U00783,否,是,女,数码,130,1,是,0,0,1
2023-03-09 00:00:00,O00000624,店铺下单,U00890,是,否,男,家居,64,1,是,0,0,1
2023-03-09 00:00:00,O00000625,直播下单,U01661,是,否,女,食品,126,1,否,0,0,0
2023-03-09 00:00:00,O00000626,店铺下单,U00549,是,否,男,服饰,127,1,否,0,0,0
2023-03-10 00:00:00,O00000627,店铺下单,U00131,否,是,女,家居,94,1,否,0,0,1
2023-03-10 00:00:00,O00000628,店铺下单,U00778,否,是,男,家居,40,1,是,0,0,0
2023-03-10 00:00:00,O00000629,直播下单,U00992,是,否,女,数码,179,1,否,0,0,1
2023-03-10 00:00:00,O00000630,店铺下单,U01133,否,否,女,数码,166,1,否,0,0,1
2023-03-10 00:00:00,O00000631,直播下单,U01757,是,否,女,服饰,57,1,否,0,0,1
2023-03-10 00:00:00,O00000632,店铺下单,U00955,是,是,男,服饰,47,3,是,0,1,1
2023-03-10 00:00:00,O00000633,直播下单,U01584,是,否,女,数码,96,1,否,0,0,1
2023-03-10 00:00:00,O00000634,直播下单,U01358,否,否,男,数码,141,1,否,0,0,1
2023-03-10 00:00:00,O00000635,店铺下单,U00058,否,否,女,食品,51,1,是,0,0,1
2023-03-10 00:00:00,O00000636,店铺下单,U01058,否,是,女,食品,67,1,否,0,1,1
2023-03-11 00:00:00,O00000637,直播下单,U01879,否,是,女,数码,84,2,否,0,0,1
2023-03-11 00:00:00,O00000638,店铺下单,U01277,是,否,女,数码,160,1,是,0,0,1
2023-03-11 00:00:00,O00000639,直播下单,U00162,是,是,男,服饰,144,1,否,0,0,1
2023-03-11 00:00:00,O00000640,店铺下单,U00821,是,是,女,食品,69,1,否,0,0,1
2023-03-11 00:00:00,O00000641,店铺下单,U00994,否,否,男,数码,42,1,是,0,0,1
2023-03-11 00:00:00,O00000642,店铺下单,U01955,是,否,男,家居,130,1,是,0,0,1
2023-03-11 00:00:00,O00000643,直播下单,U00353,否,否,男,数码,104,1,是,0,0,0
2023-03-11 00:00:00,O00000644,直播下单,U00560,否,否,男,食品,47,1,是,0,0,1
2023-03-11 00:00:00,O00000645,直播下单,U00492,否,否,男,家居,151,2,是,0,0,0
2023-03-11 00:00:00,O00000646,店铺下单,U01558,否,否,男,家居,73,1,是,0,0,0
2023-03-11 00:00:00,O00000647,直播下单,U00968,否,否,女,家居,81,1,是,0,0,1
2023-03-12 00:00:00,O00000648,店铺下单,U01998,否,否,男,食品,45,1,否,0,0,0
2023-03-12 00:00:00,O00000649,店铺下单,U01015,是,否,女,食品,169,1,否,0,0,0
2023-03-12 00:00:00,O00000650,店铺下单,U00818,是,是,男,食品,54,2,是,0,0,1
2023-03-12 00:00:00,O00000651,直播下单,U00853,是,否,男,家居,105,1,是,0,0,0
2023-03-12 00:00:00,O00000652,直播下单,U01140,否,是,男,服饰,58,1,否,0,0,1
2023-03-12 00:00:00,O00000653,店铺下单,U00030,是,是,男,食品,118,4,否,0,1,1
2023-03-12 00:00:00,O00000654,直播下单,U00861,否,是,女,服饰,91,2,否,0,0,1
2023-03-12 00:00:00,O00000655,店铺下单,U01561,否,否,男,家居,157,1,是,0,0,1
2023-03-12 00:00:00,O00000656,直播下单,U01263,否,否,女,服饰,49,1,否,0,0,1
2023-03-13 00:00:00,O00000657,直播下单,U01867,否,是,女,服饰,48,1,否,0,0,1
2023-03-13 00:00:00,O00000658,直播下单,U00955,是,是,女,服饰,148,1,是,0,0,0
2023-03-13 00:00:00,O00000659,直播下单,U01334,否,否,男,服饰,159,1,是,0,0,1
2023-03-13 00:00:00,O00000660,店铺下单,U00619,否,否,女,食品,92,1,否,1,0,0
2023-03-13 00:00:00,O00000661,直播下单,U00949,否,是,女,服饰,58,1,否,0,0,1
2023-03-13 00:00:00,O00000662,直播下单,U01216,否,否,男,数码,151,4,是,0,0,1
2023-03-13 00:00:00,O00000663,直播下单,U00948,否,是,女,数码,51,1,否,0,0,1
2023-03-13 00:00:00,O00000664,店铺下单,U00339,是,是,男,数码,77,1,否,0,0,0
2023-03-13 00:00:00,O00000665,直播下单,U00960,是,否,女,食品,134,1,否,0,0,1
2023-03-14 00:00:00,O00000666,直播下单,U01750,否,否,女,服饰,187,1,是,0,0,0
2023-03-14 00:00:00,O00000667,店铺下单,U00471,否,否,男,服饰,85,1,否,0,0,0
2023-03-14 00:00:00,O00000668,直播下单,U01549,否,否,女,服饰,89,1,是,0,0,1
2023-03-14 00:00:00,O00000669,店铺下单,U00192,否,否,女,家居,41,1,是,0,0,0
2023-03-14 00:00:00,O00000670,直播下单,U01295,否,否,男,数码,73,1,否,0,0,1
2023-03-14 00:00:00,O00000671,直播下单,U00515,否,否,女,数码,119,1,否,0,1,1
2023-03-14 00:00:00,O00000672,店铺下单,U00759,否,否,女,服饰,43,1,否,0,0,1
2023-03-14 00:00:00,O00000673,店铺下单,U00909,否,否,女,数码,133,1,是,0,0,0
2023-03-14 00:00:00,O00000674,直播下单,U00182,是,否,男,服饰,63,1,否,0,0,0
2023-03-14 00:00:00,O00000675,直播下单,U00330,是,否,男,食品,76,1,否,0,1,0
2023-03-15 00:00:00,O00000676,店铺下单,U01494,否,否,女,服饰,139,1,是,0,0,0
2023-03-15 00:00:00,O00000677,店铺下单,U01474,否,否,女,数码,41,1,否,0,0,1
2023-03-15 00:00:00,O00000678,店铺下单,U00875,是,否,女,家居,112,1,是,0,0,0
2023-03-15 00:00:00,O00000679,店铺下单,U00541,否,否,男,服饰,82,1,是,0,0,1
2023-03-15 00:00:00,O00000680,直播下单,U01027,否,是,女,数码,158,3,是,0,0,1
2023-03-15 00:00:00,O00000681,直播下单,U01287,是,否,男,数码,172,1,否,0,0,1
2023-03-15 00:00:00,O00000682,店铺下单,U00567,是,否,女,服饰,155,2,是,0,0,1
2023-03-15 00:00:00,O00000683,直播下单,U00111,是,是,女,家居,156,1,否,0,0,1
2023-03-15 00:00:00,O00000684,直播下单,U01532,否,否,男,服饰,196,1,否,0,0,1
2023-03-15 00:00:00,O00000685,直播下单,U00515,否,否,女,食品,168,4,是,0,0,1
2023-03-15 00:00:00,O00000686,店铺下单,U00169,否,否,男,服饰,61,1,是,0,0,1
2023-03-15 00:00:00,O00000687,店铺下单,U01938,否,是,男,服饰,117,1,是,0,0,1
2023-03-15 00:00:00,O00000688,直播下单,U01814,否,是,女,数码,120,1,是,0,0,1
2023-03-16 00:00:00,O00000689,店铺下单,U00213,是,否,女,家居,56,1,否,0,0,0
2023-03-16 00:00:00,O00000690,直播下单,U01087,否,是,男,家居,195,2,是,0,0,1
2023-03-16 00:00:00,O00000691,直播下单,U01331,是,否,女,数码,182,1,否,0,1,1
2023-03-16 00:00:00,O00000692,店铺下单,U00062,是,否,男,食品,91,1,否,0,0,0
2023-03-16 00:00:00,O00000693,直播下单,U01519,否,否,男,服饰,177,1,否,0,0,0
2023-03-16 00:00:00,O00000694,店铺下单,U00296,否,是,男,家居,136,1,否,1,0,1
2023-03-16 00:00:00,O00000695,直播下单,U01895,是,否,女,服饰,179,1,否,0,0,1
2023-03-16 00:00:00,O00000696,店铺下单,U01453,否,否,女,家居,141,1,是,0,0,1
2023-03-16 00:00:00,O00000697,直播下单,U01201,是,否,女,服饰,152,1,是,0,0,1
2023-03-16 00:00:00,O00000698,店铺下单,U00733,否,否,女,家居,150,1,否,0,0,1
2023-03-16 00:00:00,O00000699,店铺下单,U01549,否,否,男,数码,66,2,是,0,1,1
2023-03-17 00:00:00,O00000700,店铺下单,U00145,否,否,女,数码,76,1,否,0,1,1
2023-03-17 00:00:00,O00000701,直播下单,U00153,是,否,男,食品,177,1,否,0,0,1
2023-03-17 00:00:00,O00000702,直播下单,U01371,否,否,女,数码,121,1,否,0,0,1
2023-03-17 00:00:00,O00000703,直播下单,U00149,是,否,男,数码,71,1,是,0,0,0
2023-03-17 00:00:00,O00000704,直播下单,U01635,是,是,女,数码,133,1,是,0,0,1
2023-03-17 00:00:00,O00000705,直播下单,U00149,否,否,男,服饰,134,1,是,0,0,1
2023-03-17 00:00:00,O00000706,店铺下单,U01489,是,否,女,数码,44,1,否,0,0,1
2023-03-17 00:00:00,O00000707,直播下单,U01442,否,否,女,服饰,125,1,否,0,0,1
2023-03-17 00:00:00,O00000708,店铺下单,U01468,否,否,女,家居,147,1,是,0,0,1
2023-03-17 00:00:00,O00000709,直播下单,U01375,否,是,女,家居,57,1,否,0,0,1
2023-03-17 00:00:00,O00000710,直播下单,U00320,否,否,女,数码,172,1,否,0,0,1
2023-03-18 00:00:00,O00000711,店铺下单,U01100,否,否,女,食品,39,2,否,0,1,1
2023-03-18 00:00:00,O00000712,店铺下单,U00491,否,否,女,服饰,93,1,是,0,0,1
2023-03-18 00:00:00,O00000713,店铺下单,U00733,否,否,男,服饰,188,1,否,0,0,1
2023-03-18 00:00:00,O00000714,直播下单,U00132,否,否,男,食品,119,1,是,0,0,0
2023-03-18 00:00:00,O00000715,直播下单,U00968,是,否,女,家居,134,1,是,0,0,1
2023-03-18 00:00:00,O00000716,店铺下单,U01572,是,否,男,家居,187,1,是,0,0,1
2023-03-18 00:00:00,O00000717,店铺下单,U00458,否,否,女,数码,186,1,是,0,0,1
2023-03-18 00:00:00,O00000718,店铺下单,U01675,否,是,男,数码,163,1,是,0,0,0
2023-03-19 00:00:00,O00000719,直播下单,U01990,否,否,男,家居,191,1,否,0,0,1
2023-03-19 00:00:00,O00000720,直播下单,U01876,否,是,男,家居,184,1,否,0,0,1
2023-03-19 00:00:00,O00000721,直播下单,U00262,否,否,男,食品,155,1,否,0,0,1
2023-03-19 00:00:00,O00000722,直播下单,U00469,否,否,女,家居,87,2,是,1,1,0
2023-03-19 00:00:00,O00000723,直播下单,U01641,否,否,女,家居,56,1,否,0,0,0
2023-03-19 00:00:00,O00000724,直播下单,U00785,否,是,男,家居,176,1,否,0,0,1
2023-03-19 00:00:00,O00000725,直播下单,U01202,是,是,男,服饰,107,1,是,0,0,0
2023-03-19 00:00:00,O00000726,直播下单,U01678,否,否,男,食品,170,2,否,0,0,0
2023-03-19 00:00:00,O00000727,直播下单,U01239,否,是,女,家居,148,1,否,0,0,0
2023-03-19 00:00:00,O00000728,店铺下单,U00456,否,否,男,数码,123,1,是,0,0,0
2023-03-19 00:00:00,O00000729,直播下单,U01172,否,是,女,家居,174,2,否,0,0,1
2023-03-19 00:00:00,O00000730,店铺下单,U01232,是,是,男,食品,113,1,否,0,0,1
2023-03-19 00:00:00,O00000731,直播下单,U00878,否,否,女,服饰,138,1,是,0,0,1
2023-03-19 00:00:00,O00000732,直播下单,U00516,是,否,男,数码,143,1,否,0,0,1
2023-03-19 00:00:00,O00000733,店铺下单,U01360,否,否,女,家居,120,1,是,0,0,1
2023-03-20 00:00:00,O00000734,店铺下单,U00157,否,否,女,服饰,198,1,否,0,0,1
2023-03-20 00:00:00,O00000735,直播下单,U00784,否,否,男,食品,164,1,否,0,0,1
2023-03-20 00:00:00,O00000736,店铺下单,U01573,否,否,女,服饰,66,1,是,0,0,1
2023-03-20 00:00:00,O00000737,直播下单,U00290,是,否,男,食品,75,1,是,0,0,1
2023-03-20 00:00:00,O00000738,店铺下单,U00580,否,否,男,数码,99,1,否,0,0,1
2023-03-20 00:00:00,O00000739,店铺下单,U01331,是,否,女,家居,159,2,否,0,0,1
2023-03-20 00:00:00,O00000740,直播下单,U01826,否,否,男,数码,78,3,否,0,0,1
2023-03-21 00:00:00,O00000741,店铺下单,U00488,否,否,男,食品,75,1,否,0,0,1
2023-03-21 00:00:00,O00000742,直播下单,U00432,否,否,女,家居,72,1,否,0,1,1
2023-03-21 00:00:00,O00000743,店铺下单,U00588,是,否,男,服饰,132,1,否,0,0,1
2023-03-21 00:00:00,O00000744,直播下单,U00580,是,否,女,数码,130,1,否,0,0,0
2023-03-21 00:00:00,O00000745,直播下单,U01739,否,否,女,家居,98,2,否,0,0,1
2023-03-21 00:00:00,O00000746,直播下单,U00922,否,否,女,食品,60,1,是,0,0,0
2023-03-21 00:00:00,O00000747,店铺下单,U00613,是,否,男,数码,107,1,是,0,0,1
2023-03-21 00:00:00,O00000748,直播下单,U00323,否,否,女,家居,151,2,是,0,1,0
2023-03-21 00:00:00,O00000749,直播下单,U01633,否,否,男,家居,154,1,是,0,0,0
2023-03-21 00:00:00,O00000750,店铺下单,U01265,否,是,女,数码,45,1,否,0,0,0
2023-03-21 00:00:00,O00000751,直播下单,U00720,是,否,女,数码,43,2,否,0,0,1
2023-03-21 00:00:00,O00000752,直播下单,U01766,否,否,女,家居,54,1,否,0,0,1
2023-03-21 00:00:00,O00000753,店铺下单,U01966,是,否,男,数码,80,1,是,0,0,1
2023-03-22 00:00:00,O00000754,店铺下单,U00334,否,否,男,食品,157,1,是,0,0,1
2023-03-22 00:00:00,O00000755,店铺下单,U00039,否,否,女,食品,152,1,是,0,0,0
2023-03-22 00:00:00,O00000756,店铺下单,U01596,否,否,女,食品,67,1,否,0,0,1
2023-03-22 00:00:00,O00000757,直播下单,U01723,否,否,女,食品,56,1,否,0,0,1
2023-03-22 00:00:00,O00000758,直播下单,U00480,是,否,男,家居,65,1,否,0,0,1
2023-03-22 00:00:00,O00000759,直播下单,U00756,否,否,男,家居,171,1,是,0,0,1
2023-03-22 00:00:00,O00000760,店铺下单,U01791,是,否,女,服饰,103,3,是,0,0,1
2023-03-22 00:00:00,O00000761,直播下单,U00596,是,否,女,服饰,137,1,是,0,0,1
2023-03-22 00:00:00,O00000762,直播下单,U00516,否,否,女,家居,63,1,否,0,0,1
2023-03-22 00:00:00,O00000763,店铺下单,U01883,是,否,男,家居,172,1,否,0,0,1
2023-03-22 00:00:00,O00000764,直播下单,U00046,否,是,男,服饰,115,2,是,0,0,1
2023-03-22 00:00:00,O00000765,直播下单,U01956,否,否,男,服饰,139,2,否,0,0,1
2023-03-22 00:00:00,O00000766,直播下单,U01034,否,否,男,食品,147,3,否,0,0,0
2023-03-22 00:00:00,O00000767,店铺下单,U00550,否,否,女,家居,97,1,是,0,0,1
2023-03-22 00:00:00,O00000768,店铺下单,U00621,否,是,女,服饰,40,1,否,0,0,1
2023-03-22 00:00:00,O00000769,店铺下单,U01997,否,否,男,服饰,132,1,否,1,0,1
2023-03-22 00:00:00,O00000770,店铺下单,U01460,否,是,女,家居,145,1,否,0,0,1
2023-03-23 00:00:00,O00000771,店铺下单,U01348,否,否,女,数码,46,1,否,0,0,1
2023-03-23 00:00:00,O00000772,店铺下单,U01838,否,否,女,食品,95,1,否,0,0,1
2023-03-23 00:00:00,O00000773,直播下单,U00118,否,否,男,食品,198,2,是,0,0,1
2023-03-23 00:00:00,O00000774,店铺下单,U01824,否,是,女,食品,108,1,否,0,0,1
2023-03-23 00:00:00,O00000775,店铺下单,U01640,否,否,女,服饰,198,1,否,0,0,0
2023-03-23 00:00:00,O00000776,直播下单,U01554,否,是,女,服饰,166,1,否,0,1,1
2023-03-23 00:00:00,O00000777,店铺下单,U01122,否,否,女,家居,113,1,否,0,0,1
2023-03-23 00:00:00,O00000778,店铺下单,U00271,否,是,男,服饰,169,1,否,0,0,0
2023-03-23 00:00:00,O00000779,店铺下单,U01305,否,否,女,数码,58,4,否,0,0,1
2023-03-23 00:00:00,O00000780,直播下单,U01510,否,否,女,家居,49,1,是,0,0,1
2023-03-24 00:00:00,O00000781,直播下单,U01602,是,是,男,家居,80,1,否,0,0,1
2023-03-24 00:00:00,O00000782,直播下单,U01335,否,否,女,食品,158,1,否,0,0,1
2023-03-24 00:00:00,O00000783,直播下单,U00079,否,否,女,服饰,115,1,否,0,0,1
2023-03-24 00:00:00,O00000784,直播下单,U01473,否,否,女,食品,68,1,是,0,0,0
2023-03-24 00:00:00,O00000785,直播下单,U01416,是,否,女,家居,150,1,否,0,0,1
2023-03-24 00:00:00,O00000786,店铺下单,U00304,是,否,女,家居,105,1,否,1,0,1
2023-03-24 00:00:00,O00000787,店铺下单,U01102,是,否,男,数码,60,1,否,0,0,1
2023-03-24 00:00:00,O00000788,直播下单,U01628,否,否,男,家居,159,1,是,0,0,1
2023-03-24 00:00:00,O00000789,直播下单,U01379,否,否,女,食品,61,1,否,0,0,1
2023-03-24 00:00:00,O00000790,店铺下单,U00997,是,否,男,数码,119,1,是,0,0,1
2023-03-24 00:00:00,O00000791,店铺下单,U00704,否,是,女,数码,79,3,否,0,1,1
2023-03-24 00:00:00,O00000792,店铺下单,U01316,否,否,女,数码,130,1,是,0,0,1
2023-03-25 00:00:00,O00000793,店铺下单,U01912,否,否,女,食品,110,2,否,0,0,1
2023-03-25 00:00:00,O00000794,店铺下单,U00360,否,否,女,数码,64,1,否,0,1,1
2023-03-25 00:00:00,O00000795,直播下单,U01315,否,是,女,数码,179,1,否,0,0,0
2023-03-25 00:00:00,O00000796,店铺下单,U01761,否,是,男,服饰,41,1,否,0,0,0
2023-03-25 00:00:00,O00000797,店铺下单,U01564,否,是,女,家居,161,1,否,0,0,1
2023-03-25 00:00:00,O00000798,直播下单,U01652,是,否,女,食品,109,2,是,0,0,1
2023-03-25 00:00:00,O00000799,直播下单,U01044,否,是,女,家居,146,1,是,0,0,1
2023-03-25 00:00:00,O00000800,店铺下单,U00385,是,否,男,数码,147,1,否,0,0,1
2023-03-26 00:00:00,O00000801,直播下单,U01892,是,否,女,数码,57,2,否,0,0,0
2023-03-26 00:00:00,O00000802,直播下单,U00260,是,是,男,数码,120,1,否,0,0,1
2023-03-26 00:00:00,O00000803,店铺下单,U01330,否,是,男,食品,60,1,否,0,0,1
2023-03-26 00:00:00,O00000804,直播下单,U00396,否,是,女,数码,180,1,是,0,0,1
2023-03-26 00:00:00,O00000805,店铺下单,U01175,否,否,女,数码,127,1,是,0,1,1
2023-03-26 00:00:00,O00000806,店铺下单,U00406,否,否,女,数码,134,1,否,0,0,0
2023-03-26 00:00:00,O00000807,店铺下单,U00438,否,否,女,食品,47,1,否,0,0,1
2023-03-26 00:00:00,O00000808,直播下单,U00464,否,否,男,家居,62,1,否,0,0,1
2023-03-26 00:00:00,O00000809,直播下单,U01354,是,否,男,数码,180,1,否,0,0,1
2023-03-27 00:00:00,O00000810,店铺下单,U01860,否,是,男,服饰,157,1,否,0,0,1
2023-03-27 00:00:00,O00000811,店铺下单,U01342,否,是,女,数码,174,1,是,0,0,1
2023-03-27 00:00:00,O00000812,店铺下单,U01859,否,否,男,食品,92,1,否,0,0,0
2023-03-27 00:00:00,O00000813,店铺下单,U01797,否,否,女,服饰,64,1,否,0,0,1
2023-03-27 00:00:00,O00000814,店铺下单,U01816,是,否,男,家居,121,1,是,0,0,1
2023-03-27 00:00:00,O00000815,店铺下单,U01255,否,否,女,数码,88,1,否,0,1,1
2023-03-27 00:00:00,O00000816,店铺下单,U01152,是,是,男,数码,71,1,是,0,0,1
2023-03-27 00:00:00,O00000817,直播下单,U00764,是,否,女,家居,122,1,否,0,0,1
2023-03-27 00:00:00,O00000818,直播下单,U01828,是,否,女,服饰,95,1,是,0,1,1
2023-03-27 00:00:00,O00000819,直播下单,U01762,否,否,女,家居,103,1,是,1,0,1
2023-03-28 00:00:00,O00000820,直播下单,U01124,否,否,女,数码,153,1,是,0,0,1
2023-03-28 00:00:00,O00000821,直播下单,U00088,是,是,男,家居,151,1,否,0,0,1
2023-03-28 00:00:00,O00000822,直播下单,U01668,是,否,女,食品,144,2,是,0,0,1
2023-03-28 00:00:00,O00000823,店铺下单,U01540,是,否,女,家居,60,2,否,0,0,1
2023-03-28 00:00:00,O00000824,直播下单,U00327,否,否,女,家居,94,2,否,0,0,1
2023-03-28 00:00:00,O00000825,直播下单,U01206,是,是,男,数码,63,1,否,1,0,1
2023-03-28 00:00:00,O00000826,店铺下单,U01121,否,否,女,服饰,90,1,否,0,0,0
2023-03-28 00:00:00,O00000827,直播下单,U00376,是,否,男,数码,172,1,否,0,0,1
2023-03-28 00:00:00,O00000828,店铺下单,U00595,是,否,男,数码,53,1,是,0,0,1
2023-03-29 00:00:00,O00000829,直播下单,U01510,否,否,男,食品,132,1,否,0,0,1
2023-03-29 00:00:00,O00000830,直播下单,U01399,否,否,男,数码,42,2,是,0,0,1
2023-03-29 00:00:00,O00000831,店铺下单,U01799,否,否,男,家居,79,1,是,0,1,1
2023-03-29 00:00:00,O00000832,直播下单,U01015,否,否,女,服饰,180,2,否,0,0,1
2023-03-29 00:00:00,O00000833,直播下单,U00463,是,否,男,服饰,193,1,否,0,0,1
2023-03-29 00:00:00,O00000834,直播下单,U00903,是,否,男,服饰,92,2,是,0,0,1
2023-03-29 00:00:00,O00000835,直播下单,U01403,是,否,男,家居,97,1,否,0,0,1
2023-03-29 00:00:00,O00000836,直播下单,U00878,否,否,女,服饰,88,1,是,0,0,0
2023-03-29 00:00:00,O00000837,店铺下单,U01980,是,是,女,家居,62,1,是,0,0,0
2023-03-29 00:00:00,O00000838,直播下单,U01874,是,否,女,数码,39,4,否,0,0,0
2023-03-29 00:00:00,O00000839,直播下单,U00902,否,否,男,家居,57,1,是,0,0,1
2023-03-29 00:00:00,O00000840,直播下单,U00101,是,是,女,家居,193,1,否,0,0,0
2023-03-30 00:00:00,O00000841,店铺下单,U00724,否,是,男,数码,199,1,否,0,0,0
2023-03-30 00:00:00,O00000842,直播下单,U01891,是,否,女,服饰,116,1,否,0,0,1
2023-03-30 00:00:00,O00000843,店铺下单,U00691,否,否,男,家居,175,1,否,0,0,1
2023-03-30 00:00:00,O00000844,店铺下单,U00898,是,否,男,数码,196,1,否,0,0,1
2023-03-30 00:00:00,O00000845,店铺下单,U00361,是,否,男,食品,178,1,否,0,0,1
2023-03-30 00:00:00,O00000846,直播下单,U01402,否,否,男,食品,60,1,否,0,0,1
2023-03-30 00:00:00,O00000847,直播下单,U01836,是,否,男,数码,170,1,否,0,0,1
2023-03-30 00:00:00,O00000848,店铺下单,U00737,否,否,女,数码,135,1,是,0,0,0
2023-03-30 00:00:00,O00000849,店铺下单,U00224,否,否,女,家居,143,2,否,0,0,1
2023-03-30 00:00:00,O00000850,直播下单,U00881,否,是,男,食品,166,1,否,0,0,1
2023-03-30 00:00:00,O00000851,直播下单,U01254,否,否,女,数码,141,1,否,0,0,0
2023-03-31 00:00:00,O00000852,直播下单,U01336,否,否,女,家居,124,1,否,0,0,1
